888000195 ,天津铁道职业技术学院,	0x14e4
888000649 ,大连职业技术学院,	0xbc6
888002776 ,长沙学院,	0x1235
888001092 ,扬州大学广陵学院,	0xbc7
888002175 ,山东信息职业技术学院,	0x1232
888003016 ,广东水利电力职业技术学院,	0xbc8
888004219 ,江西经济管理干部学院,	0x1233
888000735 ,白城师范高等专科学校,	0xbc1
888001690 ,三明师范高等专科学校,	0x1238
888002162 ,山东畜牧兽医职业学院,	0xbc2
888002819 ,长沙师范学院,	0x1239
888002824 ,湖南信息科学职业学院,	0xbc3
888002906 ,湖南工商职业学院,	0x1236
888003106 ,广东碧桂园职业学院,	0xbc4
888003156 ,贺州学院,	0x1237
888003393 ,四川警察学院,	0x19b4
888003395 ,成都东软学院,	0x19b5
888000993 ,苏州丝绸工学院,	0x19b2
888002222 ,山东省环保学校,	0x19b3
888003168 ,桂林电子科技大学信息科技学院,	0xbc0
888002158 ,德州科技职业学院,	0x19b8
888003701 ,宝鸡文理学院,	0x1230
888000693 ,辽宁现代服务职业技术学院,	0x1231
888002492 ,平顶山文化艺术职业学院,	0x19b9
888003909 ,甘肃农业职业技术学院,	0x19b6
888000102 ,北京电子科技职业学院,	0x19b7
888003141 ,百色学院,	0x123d
888003350 ,自贡高等专科学校,	0xbce
888001818 ,景德镇陶瓷大学,	0xbcf
888003753 ,西安科技商贸职业学院,	0x123e
888003407 ,四川大学锦城学院,	0x123b
888000021 ,北京服装学院,	0x123c
888004018 ,新疆工程学院,	0x19d2
888004258 ,湖南航空工业职工工学院,	0xbca
888000212 ,华北理工大学,	0xbcb
888003510 ,贵州警察学院,	0x19d3
888001153 ,南京航运学校,	0x123f
888001719 ,集美大学诚毅学院,	0xbcc
888002346 ,郑州华信职业技术学院,	0x19d0
888002716 ,吉首民族师范学校,	0x19d1
888002886 ,湖南财经工业职业技术学院,	0xbcd
888004351 ,中国人民解放军陆军航空兵学院,	0x19bd
888002779 ,湖南工程学院,	0x19be
888003722 ,商洛农业学校,	0x19bb
888004257 ,株洲市职工大学,	0x19bc
888003273 ,重庆石油高等专科学校,	0x123a
888002880 ,湖南省建筑学校,	0x19bf
888000802 ,东北石油大学,	0xbd6
888003558 ,贵州电子科技职业学院,	0x1245
888001190 ,江苏农林职业技术学院,	0xbd7
888003649 ,昆明卫生职业学院,	0x1246
888001354 ,绍兴文理学院元培学院,	0xbd8
888002924 ,广东医科大学,	0x1243
888002129 ,莱芜职业技术学院,	0xbd9
888003548 ,毕节医学高等专科学校,	0x1244
888001843 ,萍乡高等专科学校,	0x1249
888002455 ,驻马店文化艺术学校,	0xbd2
888003101 ,广东舞蹈戏剧职业学院,	0x19ba
888003864 ,兰州商学院,	0xbd3
888000552 ,鄂尔多斯职业学院,	0x1247
888004285 ,广西壮族自治区广播电视大学,	0xbd4
888000551 ,乌兰察布医学高等专科学校,	0xbd5
888001832 ,赣南师范大学,	0x1248
888003813 ,西安职业技术学院,	0x19c5
888004334 ,甘肃广播电视大学,	0x19c6
888002037 ,菏泽学院,	0xbd0
888003481 ,贵州大学,	0x19c3
888002445 ,河南省建筑工程学校,	0xbd1
888003719 ,榆林学院,	0x19c4
888001330 ,浙江树人学院,	0x19c9
888003871 ,甘肃联合大学,	0x1241
888000691 ,大连装备制造职业技术学院,	0x1242
888000522 ,内蒙古大学鄂尔多斯学院,	0x19c7
888000929 ,华东政法大学,	0x19c8
888003491 ,铜仁师范高等专科学校,	0x1240
888003714 ,西安文理学院,	0x124e
888002171 ,山东对外经济贸易职工大学,	0x19e0
888004297 ,成都飞机工业公司职工工学院,	0x124f
888002270 ,河南商业高等专科学校,	0x124c
888002433 ,河南经贸职业学院,	0x124d
888001405 ,浙江金融职业学院,	0x19e3
888001672 ,福建中医药大学,	0x19e4
888002833 ,湖南税务高等专科学校,	0x19e1
888002860 ,湖南邮电职业技术学院,	0x19e2
888001267 ,浙江农林大学,	0x19ce
888002276 ,河南师范大学,	0x19cf
888004345 ,中国人民解放军国防科技大学,	0x19cc
888003356 ,西昌学院,	0x19cd
888002065 ,昌潍师范专科学校,	0x124a
888002999 ,东莞南博职业技术学院,	0xba7
888002214 ,泰安机械电子工程学校,	0x124b
888003819 ,汉中职业技术学院,	0xba8
888000255 ,石家庄铁道大学,	0xba9
888000388 ,太原理工大学,	0x1256
888001324 ,宁波师范学院,	0xba3
888001733 ,闽西职业技术学院,	0xba4
888001969 ,中国海洋大学,	0x1257
888002470 ,中原工学院广播影视学院,	0x1254
888002812 ,湖南文理学院芙蓉学院,	0xba5
888000701 ,辽宁政法职业学院,	0xba6
888003085 ,广东科贸职业学院,	0x1255
888002632 ,襄阳职业技术学院,	0x19ca
888002594 ,长江大学工程技术学院,	0xba0
888002854 ,湖南外贸职业学院,	0x19cb
888002409 ,鹤壁职业技术学院,	0x1258
888003332 ,重庆文化艺术职业学院,	0xba1
888000739 ,吉林艺术学院,	0xba2
888002451 ,新乡职业技术学院,	0x1259
888002850 ,湖南商务职业技术学院,	0x19d6
888003000 ,广东理工学院,	0x19d7
888000450 ,大同煤炭职业技术学院,	0x19d4
888000528 ,兴安职业技术学院,	0x19d5
888001271 ,浙江财政学校,	0x1252
888002364 ,河南科技学院新科学院,	0x1253
888000014 ,北京理工大学,	0x1250
888003050 ,揭阳职业技术学院,	0x19d8
888000656 ,辽宁省交通高等专科学校,	0x1251
888001586 ,安徽医学高等专科学校,	0x19d9
888002293 ,商丘师范学院,	0x19f0
888002935 ,湛江师范学院,	0x125f
888002959 ,广东警官学院,	0xbac
888000059 ,国际关系学院,	0xbad
888003740 ,西安外事学院,	0x19f1
888000430 ,山西工商学院,	0xbae
888002176 ,青岛港湾职业技术学院,	0x125d
888002365 ,郑州工商学院,	0x125e
888002744 ,郴州教育学院,	0xbaf
888002668 ,湖北开放职业学院,	0x19f4
888003387 ,攀枝花学院,	0x19f5
888000544 ,包头钢铁职业技术学院,	0xbaa
888004217 ,江西广播电视大学,	0x19f2
888001734 ,黎明职业大学,	0xbab
888002306 ,郑州广播电视大学,	0x19f3
888000490 ,运城护理职业学院,	0x19df
888004127 ,大连市教育学院,	0x19dd
888004279 ,广东社会科学大学,	0x19de
888000975 ,上海欧华职业技术学院,	0x125b
888003466 ,四川长江职业学院,	0xbb8
888000472 ,山西管理职业学院,	0xbb9
888002070 ,中国重汽集团职工大学,	0x125c
888000356 ,石家庄理工职业学院,	0x125a
888000167 ,天津商业大学宝德学院,	0xbb4
888003468 ,川北幼儿师范高等专科学校,	0x1267
888001400 ,浙江广播电视大学直属省商业厅分校,	0xbb5
888004040 ,昌吉市中等职业技术学校,	0x1268
888001373 ,金华职业技术学院,	0x1265
888001939 ,婺源茶叶学校,	0xbb6
888001455 ,浙江舟山群岛新区旅游与健康职业学院,	0x1266
888002000 ,济宁医学院,	0xbb7
888002134 ,潍坊市职工大学,	0x19db
888003629 ,玉溪农业职业技术学院,	0xbb0
888003486 ,贵州师范大学,	0x19dc
888003681 ,西北工业大学,	0xbb1
888003826 ,延安林业学校,	0xbb2
888004095 ,天津市政法管理干部学院,	0x1269
888001999 ,山东中医药大学,	0x19da
888003844 ,陕西烹饪专修学院,	0xbb3
888004103 ,河北青年管理干部学院,	0x19e7
888000108 ,北京市农业学校,	0x1260
888004218 ,南昌教育学院,	0x19e8
888002431 ,郑州工业安全职业学院,	0x19e5
888002479 ,郑州商贸旅游职业学院,	0x19e6
888001075 ,南京农业专科学校,	0x1263
888001249 ,江苏财会职业学院,	0x1264
888000516 ,河套学院,	0x1261
888003210 ,广西幼儿师范高等专科学校,	0x19e9
888000786 ,吉林铁道职业技术学院,	0x1262
888001303 ,中国美术学院,	0x1209
888000992 ,苏州蚕桑专科学校,	0x1207
888001112 ,无锡市机械工业联合职工大学,	0x1208
888001279 ,湖州师范学院,	0x1201
888001333 ,浙江省对外经济贸易学校,	0x1202
888004092 ,天津市管理干部学院,	0x1200
888003196 ,北海职业学院,	0x1205
888003518 ,贵州医科大学神奇民族医药学院,	0x1206
888001440 ,台州农业学校,	0x1203
888002452 ,新乡幼儿师范学校,	0x1204
888001223 ,扬州化工学校,	0x120a
888003139 ,广西艺术学院,	0x120b
888004348 ,中国人民解放军陆军步兵学院,	0x120e
888000390 ,山西省纺织工业学校,	0x19a0
888002284 ,安阳市第二师范学校,	0x120f
888004101 ,海关管理干部学院,	0x120c
888004182 ,上海开放大学,	0x120d
888000805 ,佳木斯工学院,	0x1218
888002646 ,湖北汽车学校,	0x1219
888004212 ,江西行政管理干部学院,	0x1212
888000478 ,山西运城农业职业技术学院,	0x1213
888003160 ,北海艺术设计学院,	0x1210
888004152 ,哈尔滨航空职工大学,	0x1211
888002386 ,濮阳工业学校,	0x1216
888000650 ,大连工业学校,	0x1217
888000509 ,赤峰教育学院,	0x1214
888001173 ,江苏农牧科技职业学院,	0x1215
888004147 ,吉林广播电视大学,	0x121b
888004148 ,吉林省经济管理干部学院,	0x121c
888003966 ,宁夏护士学校,	0x121a
888000086 ,中国工运学院,	0x19b0
888003836 ,陕西青年职业学院,	0x121f
888000736 ,吉林财经大学,	0x19b1
888000018 ,北京工商大学,	0x121d
888000615 ,丹东职业技术学院,	0x121e
888003246 ,重庆建筑高等专科学校,	0x1229
888003213 ,广西培贤国际职业学院,	0x1223
888003591 ,玉溪师范学院,	0x1224
888000090 ,北京工商大学嘉华学院,	0x1221
888000415 ,太原市教育学院,	0x19a9
888002750 ,邵阳师范专科学校,	0x1222
888002157 ,山东服装职业学院,	0x1227
888002441 ,郑州电力职业技术学院,	0x1228
888001138 ,连云港师范高等专科学校,	0x1225
888001180 ,南京科技职业学院,	0x1226
888001059 ,江苏理工学院,	0x19a3
888001195 ,南京铁道职业技术学院,	0x19a4
888000591 ,辽宁教育学院,	0x19a1
888000239 ,廊坊师范学院,	0x19a2
888003710 ,西北政法学院,	0x19a7
888004002 ,长城英豪学校,	0x19a8
888004126 ,朝阳职工工学院,	0x1220
888001579 ,安徽交通职业技术学院,	0x19a5
888002105 ,山东政法学院,	0x19a6
888003552 ,贵州农业职业学院,	0x126e
888004291 ,重庆职工会计专科学校,	0x126f
888003842 ,陕西电子科技职业学院,	0xbfd
888004164 ,绥化市教育学院,	0xbfe
888000858 ,牡丹江大学,	0xbff
888001935 ,江西制造职业技术学院,	0xbfa
888000462 ,山西煤炭职业技术学院,	0xbfb
888001664 ,福建林学院,	0x19ee
888001422 ,浙江东方职业技术学院,	0x19ef
888002131 ,济宁职业技术学院,	0xbfc
888002634 ,荆州职业技术学院,	0x126c
888001747 ,福建电力职业技术学院,	0x126d
888001559 ,阜阳职业技术学院,	0x126a
888001591 ,池州师范学校,	0x126b
888002004 ,聊城大学,	0x1278
888002761 ,常德市城乡建设技术学校,	0x1279
888000728 ,吉林师范大学,	0x1276
888001502 ,安徽建筑大学,	0x1277
888004204 ,合肥职工科技大学,	0x19ec
888000742 ,吉林财税高等专科学校,	0x19ed
888003592 ,玉溪师范高等专科学校,	0x19ea
888003593 ,玉溪师范学校,	0x19eb
888000998 ,南京航空航天大学,	0x1270
888003860 ,陇东学院,	0x19f8
888001197 ,徐州工业职业技术学院,	0x1271
888004138 ,长春市建筑职工业余大学,	0x19f9
888003420 ,成都职业技术学院,	0x19f6
888003461 ,四川文化产业职业学院,	0x19f7
888002466 ,河南应用技术职业学院,	0x1274
888003559 ,贵州装备制造职业学院,	0x1275
888001495 ,淮南师范专科学校,	0x1272
888001629 ,安庆医药高等专科学校,	0x1273
888000280 ,石家庄法商职业学院,	0x127f
888002861 ,湘潭医卫职业技术学院,	0x127a
888000611 ,沈阳电力高等专科学校,	0x19ff
888004380 ,中国人民解放军战略支援部队信息工程大学,	0x127d
888000260 ,唐山市职工大学,	0x127e
888003032 ,珠海艺术职业学院,	0x127b
888003034 ,广东体育职业技术学院,	0x127c
888003886 ,酒泉职业技术学院,	0x1289
888000145 ,天津医科大学,	0x19fa
888001105 ,盐城高等师范学校,	0x1287
888002427 ,信阳职业技术学院,	0x1288
888002295 ,商丘教育学院,	0x19fd
888003037 ,广东女子职业技术学院,	0x19fe
888001038 ,苏州铁道师范学院,	0x19fb
888001419 ,丽水职业技术学院,	0x19fc
888001305 ,公安海警学院,	0x1281
888001605 ,安徽城市管理职业学院,	0x1282
888000628 ,辽宁理工学院,	0x1280
888000197 ,天津职工工艺美术学院,	0x1285
888000233 ,保定学院,	0x1286
888002391 ,许昌财税学校,	0x1283
888002794 ,株洲工学院,	0x1284
888002383 ,濮阳教育学院,	0xbdf
888003776 ,陕西煤炭职工大学,	0xbdb
888001219 ,江苏财经职业技术学院,	0xbdc
888001359 ,浙江财经大学东方学院,	0xbdd
888002245 ,威海海洋职业学院,	0xbde
888000007 ,北京工业大学,	0x128a
888002028 ,泰安教育学院,	0x128b
888002939 ,嘉应教育学院,	0xbda
888003458 ,四川艺术职业学院,	0x128e
888003698 ,陕西师范大学,	0x128f
888003248 ,重庆交通大学,	0x128c
888003281 ,重庆警察学院,	0x128d
888002111 ,山东农业工程学院,	0xbe7
888003094 ,广东南方职业学院,	0xbe8
888001997 ,泰山医学院,	0xbe9
888002487 ,河南医学高等专科学校,	0x1298
888004096 ,天津市工会管理干部学院,	0x1299
888001666 ,集美师范高等专科学校,	0xbe3
888001673 ,福建师范大学,	0xbe4
888001860 ,南昌理工学院,	0xbe5
888002085 ,青岛恒星职业技术学院,	0xbe6
888000060 ,北京体育大学,	0x1292
888000573 ,沈阳化工大学,	0x1293
888002508 ,武汉钢铁学院,	0xbe0
888002869 ,湖南艺术职业学院,	0xbe1
888003785 ,西安高新科技培训学院,	0x1290
888000409 ,山西财经学院,	0x1291
888004170 ,哈尔滨市职工医学院,	0xbe2
888000408 ,山西财经大学,	0x1296
888001802 ,泉州幼儿师范高等专科学校,	0x1297
888002389 ,许昌职业技术学院,	0x1294
888003517 ,遵义医学院医学与科技学院,	0x1295
888003670 ,西藏藏医学院,	0xbec
888000317 ,邢台职业技术学院,	0xbed
888001156 ,江苏医药职业学院,	0xbee
888003286 ,四川外国语大学重庆南方翻译学院,	0xbef
888001107 ,阜宁高等师范学校,	0x129b
888001546 ,淮北教育学院,	0x129c
888002279 ,周口教育学院,	0xbea
888000218 ,河北机电学院,	0x129a
888002759 ,常德教育学院,	0xbeb
888003571 ,大理大学,	0x129f
888001606 ,安徽机电职业技术学院,	0x129d
888003540 ,贵州省地质学校,	0x129e
888003782 ,陕西交通职业技术学院,	0xbf8
888000352 ,唐山科技职业技术学院,	0xbf9
888001901 ,江西省司法学校,	0xbf4
888000836 ,黑龙江交通高等专科学校,	0xbf5
888003027 ,佛山煤田职工地质学院,	0xbf6
888003343 ,西南科技大学,	0xbf7
888003599 ,昆明学院,	0xbf0
888003700 ,陕西理工大学,	0xbf1
888003784 ,西安高新科技职业学院,	0xbf2
888000367 ,石家庄科技职业学院,	0xbf3
888002283 ,安阳教育学院,	0x11c5
888003515 ,贵州民族大学人文科技学院,	0xe87
888002770 ,湖南商业高等专科学校,	0x11c6
888004061 ,北京市海淀区职工大学,	0xe88
888000761 ,吉林动画学院,	0x11c3
888001123 ,江苏省丹阳师范学校,	0xe89
888002086 ,青岛黄海学院,	0x11c4
888000365 ,石家庄科技工程职业学院,	0xe83
888003158 ,广西警察学院,	0x11c9
888001205 ,无锡城市职业技术学院,	0xe84
888002528 ,华中师范大学,	0xe85
888003944 ,青海银行学校,	0x11c7
888002922 ,湛江农业专科学校,	0xe86
888004245 ,鄂城钢铁厂职工大学,	0x11c8
888002864 ,娄底职业技术学院,	0xe80
888002878 ,湖南化工机械学校,	0xe81
888003318 ,重庆建筑工程职业学院,	0xe82
888001361 ,同济大学浙江学院,	0x11c1
888004382 ,中国人民武装警察部队工程大学,	0x11c2
888000502 ,内蒙古师范大学,	0x11c0
888002443 ,河南建筑职业技术学院,	0xe6e
888003479 ,成都工贸职业技术学院,	0x11ac
888001057 ,南京审计学院,	0x11ad
888001834 ,井冈山师范学院,	0xe6f
888000359 ,沧州医学高等专科学校,	0x11aa
888002047 ,山东省体育学院,	0x11ab
888002209 ,山东电子职业技术学院,	0xe6a
888002638 ,荆州农业学校,	0xe6b
888000936 ,上海科技高等专科学校,	0xe6c
888001145 ,硅湖职业技术学院,	0x11ae
888001264 ,浙江水产学校,	0xe6d
888001760 ,南平业余大学,	0x11af
888001323 ,宁波大学,	0x11d6
888002691 ,三峡电力职业学院,	0xe98
888001891 ,崇仁师范学校,	0x11d7
888002099 ,山东华宇工学院,	0xe99
888000597 ,东北财经大学,	0x11d4
888001255 ,江苏旅游职业学院,	0x11d5
888004254 ,湖北武汉公安管理干部学院,	0xe94
888000798 ,哈尔滨建筑大学,	0xe95
888001438 ,宁波卫生职业技术学院,	0xe96
888002332 ,河南城建学院,	0x11d8
888001561 ,铜陵职业技术学院,	0xe97
888003948 ,青海大学昆仑学院,	0x11d9
888001256 ,浙江大学,	0xe90
888002525 ,华中农业大学,	0xe91
888002673 ,武昌职业学院,	0xe92
888003669 ,西藏民族大学,	0xe93
888002160 ,山东圣翰财贸职业学院,	0x11d2
888002702 ,襄阳机电工程学校,	0x11d3
888001699 ,福建警察学院,	0x11d0
888002005 ,聊城农业学校,	0x11d1
888002971 ,广东机械学院,	0x11bd
888003846 ,榆林职业技术学院,	0xe7f
888003183 ,桂林市师范学校,	0x11be
888001167 ,苏州卫生职业技术学院,	0x11bb
888002281 ,安阳师范学院,	0x11bc
888001883 ,南昌第二师范学校,	0xe7b
888002923 ,广州医科大学,	0xe7c
888001852 ,新余高等专科学校,	0xe7d
888003687 ,西安石油大学,	0x11bf
888002075 ,山东南山职业技术学院,	0xe7e
888001671 ,福建医科大学,	0xe7a
888000947 ,上海市机电工业学校,	0x11ba
888000154 ,天津商业大学,	0x11e7
888003619 ,云南交通职业技术学院,	0xe65
888002257 ,河南工业大学,	0x11e8
888003680 ,西安交通大学,	0xe66
888001150 ,江苏联合职业技术学院,	0xe67
888003251 ,重庆中医学校,	0x11e5
888001578 ,民办合肥经济技术职业学院,	0xe68
888004077 ,北京市西城经济科学大学,	0x11e6
888001694 ,龙岩学院,	0xe61
888002061 ,青岛师范专科学校,	0xe62
888002337 ,郑州人民警察学校,	0xe63
888002689 ,湖北国土资源职业学院,	0x11e9
888003151 ,钦州学院,	0xe64
888001583 ,安徽省体育运动学校,	0x11e0
888000311 ,河北环境工程学院,	0xe60
888001704 ,莆田高等专科学校,	0x11e3
888003087 ,中山职业技术学院,	0x11e4
888001701 ,福建省人民警察学校,	0x11e1
888002038 ,菏泽教育学院,	0x11e2
888000411 ,山西中医药大学,	0x11ce
888003459 ,四川中医药高等专科学校,	0xe4c
888000584 ,大连医科大学,	0x11cf
888003809 ,陕西省彬县师范学校,	0xe4d
888002486 ,郑州黄河医学专修学院,	0xe4e
888003278 ,重庆工程学院,	0x11cc
888000639 ,辽宁财贸学院,	0xe4f
888003336 ,四川大学,	0x11cd
888002243 ,菏泽职业学院,	0xe4a
888003120 ,广西工学院,	0xe4b
888001144 ,九州职业技术学院,	0x11ca
888002291 ,洛阳师范高等专科学校,	0xe58
888001648 ,安徽长江职业学院,	0x11cb
888003057 ,广东亚视演艺职业学院,	0xe59
888002119 ,青岛职业技术学院,	0xe76
888002703 ,襄阳工业学校,	0x11f8
888003074 ,肇庆医学高等专科学校,	0xe77
888004199 ,浙江省广播电视大学,	0x11f9
888000776 ,长春东方职业学院,	0x11f6
888003105 ,惠州城市职业学院,	0xe78
888000783 ,白城粮食学校,	0xe79
888002169 ,山东轻工美术学校,	0x11f7
888003274 ,重庆理工大学,	0xe72
888000306 ,河北东方学院,	0xe73
888001483 ,皖西学院,	0xe74
888001946 ,江西泰豪动漫职业学院,	0xe75
888003899 ,甘肃工业职业技术学院,	0x11f0
888003580 ,曲靖教育学院,	0x11f1
888001959 ,江西水利职业学院,	0xe70
888002138 ,烟台工业学校,	0xe71
888000244 ,衡水学院,	0x11f4
888000324 ,河北律师学院,	0x11f5
888000128 ,北京体育职业学院,	0x11f2
888000161 ,天津城市建设学院,	0x11f3
888000982 ,上海农林职业技术学院,	0xe5d
888001119 ,连云港职业技术学院,	0x11df
888002362 ,安阳师范学院人文管理学院,	0xe5e
888000122 ,北京经济管理职业学院,	0x11dd
888003996 ,宁夏建筑工程学校,	0xe5f
888000719 ,长春工业大学,	0x11de
888003735 ,西安航空学院,	0xe5a
888003797 ,西安东方亚太职业技术学院,	0xe5b
888000209 ,河北地质大学,	0xe5c
888000427 ,太原科技大学华科学院,	0x11db
888001825 ,上饶师范专科学校,	0xe69
888002849 ,湖南交通职业技术学院,	0x11dc
888004278 ,广东省职工体育运动技术学院,	0x11da
888002442 ,周口科技职业学院,	0xe43
888002891 ,湖南软件职业学院,	0xe44
888003229 ,琼台师范高等专科学校,	0xe45
888003259 ,重庆文理学院,	0xe46
888002387 ,郑州电力高等专科学校,	0xe40
888000817 ,齐齐哈尔大学,	0xe41
888001757 ,泉州理工职业学院,	0xe42
888000262 ,华北矿业高等专科学校,	0xe2e
888003090 ,广东文理职业学院,	0xe2f
888000485 ,晋中师范高等专科学校,	0xe2a
888000673 ,辽宁经济职业技术学院,	0xe2b
888001856 ,九江医学专科学校,	0xe2c
888003266 ,涪陵师范高等专科学校,	0xe2d
888003404 ,成都医学院,	0xe36
888000983 ,上海邦德职业技术学院,	0xe37
888004134 ,鞍山钢铁集团公司职工大学,	0xe38
888004221 ,山东兵器工业职工大学,	0xe39
888001709 ,厦门华厦学院,	0xe54
888002297 ,河南财经学院,	0xe55
888002863 ,郴州职业技术学院,	0xe56
888002211 ,山东铝业职业学院,	0xe57
888000681 ,辽河石油职业技术学院,	0xe50
888000962 ,上海旅游高等专科学校,	0xe51
888001394 ,浙江电影学校,	0xe52
888001708 ,厦门医学高等专科学校,	0xe53
888001417 ,衢州职业技术学院,	0xe3f
888003828 ,陕西省中医学校,	0xe3b
888004058 ,吐鲁番职业技术学院,	0xe3c
888004183 ,上海市经济管理干部学院,	0xe3d
888000684 ,辽河石油勘探局职工大学,	0xe3e
888003211 ,广西科技职业学院,	0xe3a
888000295 ,河北工程大学科信学院,	0xe47
888001114 ,南京工业职业技术学院,	0xe48
888001804 ,福州工业学校,	0xe49
888002553 ,孝感师范高等专科学校,	0xe21
888003441 ,泸州职业技术学院,	0x11a3
888000047 ,北京语言大学,	0x11a4
888003051 ,深圳信息职业技术学院,	0xe22
888001515 ,池州工业学校,	0x11a1
888003937 ,甘肃财贸职业学院,	0xe23
888000986 ,上海中华职业技术学院,	0xe24
888002826 ,湖南科技经贸职业学院,	0x11a2
888002018 ,山东省交通学校,	0x11a7
888003044 ,河源职业技术学院,	0x11a8
888000095 ,中国科学院大学,	0x11a5
888000437 ,山西能源学院,	0x11a6
888002011 ,滨州师范专科学校,	0xe20
888003306 ,重庆房地产职业学院,	0xe0c
888003382 ,四川音乐学院,	0xe0d
888004072 ,北京教育学院,	0x11a0
888003581 ,曲靖师范学校,	0xe0e
888001619 ,安徽财贸职业学院,	0xe0f
888002170 ,山东外贸职业学院,	0xe0a
888002694 ,湖北青年职业学院,	0xe0b
888001783 ,宁德市农业学校,	0xe18
888001865 ,江西服装职业技术学院,	0xe19
888003172 ,北京航空航天大学北海学院,	0xe14
888000179 ,天津渤海职业技术学院,	0xe15
888000379 ,河北轨道运输职业技术学院,	0xe16
888001507 ,合肥联合大学,	0xe17
888002701 ,襄阳广播电视大学,	0x11b4
888002730 ,长沙电力学院,	0xe32
888002953 ,广州高等师范专科学校,	0xe33
888003039 ,广东岭南职业技术学院,	0x11b5
888003163 ,广西科技大学鹿山学院,	0xe34
888003901 ,武威教育学院,	0x11b2
888001093 ,江苏师范大学科文学院,	0x11b3
888003302 ,重庆信息技术职业学院,	0xe35
888004153 ,哈尔滨轻型车厂职工大学,	0x11b8
888000302 ,中国地质大学长城学院,	0x11b9
888003177 ,南宁职业技术学院,	0xe30
888003660 ,云南水利水电职业学院,	0x11b6
888001848 ,江西警察学院,	0xe31
888003685 ,西安建筑科技大学,	0x11b7
888003077 ,广州华南商贸职业学院,	0x11b0
888003506 ,六盘水师范学院,	0xe1d
888000991 ,苏州大学,	0xe1e
888003097 ,广东环境保护工程职业学院,	0x11b1
888001485 ,六安师范专科学校,	0xe1f
888002786 ,湖南建材高等专科学校,	0xe1a
888003612 ,云南艺术学院文华学院,	0xe1b
888003893 ,兰州外语职业学院,	0xe1c
888002817 ,吉首大学张家界学院,	0xe29
888003602 ,文山学院,	0x11a9
888001350 ,温州医科大学仁济学院,	0xe25
888000781 ,长春职业技术学院,	0xe26
888001716 ,阳光学院,	0xe27
888001737 ,福州业余大学,	0xe28
888002225 ,菏泽家政职业学院,	0x1308
888002784 ,益阳师范高等专科学校,	0x1309
888000757 ,长春财经学院,	0x1306
888002074 ,烟台南山学院,	0x1307
888003293 ,重庆电力高等专科学校,	0x1300
888003998 ,宁夏防沙治沙职业技术学院,	0x1301
888004274 ,广州市公安管理干部学院,	0x1304
888000618 ,沈阳工业大学工程学院,	0x1305
888001581 ,安徽交通学校,	0x1302
888001948 ,新钢职大,	0x1303
888000822 ,哈尔滨教育学院,	0x9ef
888000755 ,长春工业大学人文信息学院,	0x9ee
888000050 ,中央财经大学,	0x9ed
888000660 ,辽宁体育运动职业技术学院,	0x11ee
888000692 ,大连汽车职业技术学院,	0x11ef
888004071 ,中南海业余大学,	0x9ec
888003716 ,西安师范专科学校,	0x9eb
888003126 ,广西中医药大学,	0x9ea
888004097 ,天津市房地产局职工大学,	0x9f8
888003452 ,四川司法警官职业学院,	0x9f7
888003225 ,海南医学院,	0x9f6
888003014 ,广东交通学校,	0x9f5
888002946 ,广东财经大学,	0x11ec
888003731 ,陕西工商学院,	0x11ed
888002957 ,广州航海学院,	0x11ea
888000055 ,首都经济贸易大学,	0x9f9
888003760 ,延安大学西安创新学院,	0x11eb
888004099 ,河北省广播电视大学,	0x9ff
888002020 ,临沂师范专科学校,	0x9fe
888003972 ,宁夏大学新华学院,	0x11ff
888001181 ,正德职业技术学院,	0x9fd
888003449 ,乐山职业技术学院,	0x9fc
888000210 ,石家庄经济学院,	0x9fb
888000106 ,北京青年政治学院,	0x9fa
888001494 ,淮南师范学院,	0x11fa
888001384 ,浙江省台州工业学校,	0x11fd
888003223 ,海南师范大学,	0x11fe
888003161 ,北海艺术设计职业学院,	0x11fb
888004224 ,山东省经济管理干部学院,	0x11fc
888001102 ,西交利物浦大学,	0x9e3
888001087 ,南京信息工程大学滨江学院,	0x9e2
888000619 ,沈阳航空航天大学北方科技学院,	0x9e1
888000201 ,天津广播影视职业学院,	0x9e0
888003015 ,广东省航运学校,	0xe8c
888004024 ,新疆财经大学商务学院,	0xe8d
888004084 ,天津市和平区新华职工大学,	0xe8e
888000448 ,山西工程职业技术学院,	0xe8f
888001347 ,浙江理工大学科技与艺术学院,	0xe8a
888002082 ,山东英才学院,	0xe8b
888002412 ,鹤壁师范学校,	0x9d9
888001129 ,苏州教育学院,	0x9d8
888000023 ,北京印刷学院,	0x9d7
888001504 ,安徽三联学院,	0x9f0
888002101 ,青岛农业大学海都学院,	0x9f4
888002030 ,泰安广播电视大学,	0x9f3
888000541 ,通辽职业学院,	0x9f2
888004076 ,北京市丰台区职工大学,	0x9f1
888004159 ,大庆石油化工总厂职工大学,	0x9df
888000731 ,吉林省国际商务学校,	0x9de
888000690 ,大连航运职业技术学院,	0x9dd
888003434 ,四川省机械工业职工大学,	0x9dc
888003194 ,广西建筑职工大学,	0x9db
888004057 ,新疆科技职业技术学院,	0xe9d
888000818 ,牡丹江师范学院,	0xe9e
888003185 ,柳州职业技术学院,	0x9da
888001724 ,福建金融职业技术学院,	0xe9f
888000216 ,河北科技大学,	0x9e7
888003529 ,遵义职业技术学院,	0xe9a
888003535 ,黔西南民族职业技术学院,	0x9e6
